campaign_id,goal,country,currency,launched_date,deadline_date,category,subcategory,campaign_duration_days,launch_year,launch_month,launch_weekday,success
806,8000.0,US,USD,2011-08-08,2011-09-07,music,rock,30,2011,8,Monday,1
807,4000.0,US,USD,2017-01-24,2017-03-01,music,rock,36,2017,1,Tuesday,1
808,4500.0,CA,CAD,2014-11-19,2014-12-22,music,rock,33,2014,11,Wednesday,1
809,4000.0,US,USD,2013-12-20,2014-01-19,music,rock,30,2013,12,Friday,1
810,1500.0,US,USD,2012-08-02,2012-09-01,music,rock,30,2012,8,Thursday,1
811,1000.0,US,USD,2013-06-18,2013-07-10,music,rock,22,2013,6,Tuesday,1
812,600.0,US,USD,2013-01-08,2013-03-01,music,rock,52,2013,1,Tuesday,1
813,1500.0,US,USD,2012-06-20,2012-07-20,music,rock,30,2012,6,Wednesday,1
814,1000.0,US,USD,2011-05-16,2011-05-31,music,rock,15,2011,5,Monday,1
815,4000.0,US,USD,2014-10-02,2014-11-01,music,rock,30,2014,10,Thursday,1
816,7000.0,US,USD,2013-03-08,2013-04-09,music,rock,32,2013,3,Friday,1
817,1500.0,US,USD,2012-01-17,2012-03-11,music,rock,54,2012,1,Tuesday,1
818,350.0,US,USD,2012-07-30,2012-08-07,music,rock,8,2012,7,Monday,1
819,400.0,US,USD,2013-12-11,2013-12-21,music,rock,10,2013,12,Wednesday,1
820,2000.0,US,USD,2014-05-09,2014-06-09,music,rock,31,2014,5,Friday,1
821,17482.0,US,USD,2015-03-30,2015-05-04,music,rock,35,2015,3,Monday,1
822,3000.0,US,USD,2012-09-05,2012-10-05,music,rock,30,2012,9,Wednesday,1
823,800.0,US,USD,2015-02-20,2015-03-22,music,rock,30,2015,2,Friday,1
824,1600.0,US,USD,2010-03-13,2010-04-18,music,rock,36,2010,3,Saturday,1
825,12500.0,US,USD,2012-10-04,2012-10-29,music,rock,25,2012,10,Thursday,1
826,5500.0,US,USD,2012-03-05,2012-03-25,music,rock,20,2012,3,Monday,1
827,300.0,US,USD,2012-01-19,2012-02-14,music,rock,26,2012,1,Thursday,1
828,1300.0,US,USD,2012-06-13,2012-06-25,music,rock,12,2012,6,Wednesday,1
829,500.0,GB,GBP,2016-05-14,2016-07-13,music,rock,60,2016,5,Saturday,1
830,1800.0,US,USD,2013-02-20,2013-03-22,music,rock,30,2013,2,Wednesday,1
831,1500.0,US,USD,2012-03-28,2012-04-27,music,rock,30,2012,3,Wednesday,1
832,15000.0,US,USD,2011-11-22,2012-01-21,music,rock,60,2011,11,Tuesday,1
833,6000.0,US,USD,2014-03-20,2014-04-19,music,rock,30,2014,3,Thursday,1
834,5500.0,US,USD,2013-05-28,2013-07-01,music,rock,34,2013,5,Tuesday,1
835,2000.0,US,USD,2012-04-06,2012-05-19,music,rock,43,2012,4,Friday,1
836,5000.0,US,USD,2013-09-07,2013-10-07,music,rock,30,2013,9,Saturday,1
837,2500.0,US,USD,2014-04-01,2014-05-01,music,rock,30,2014,4,Tuesday,1
838,2000.0,US,USD,2011-12-18,2012-01-17,music,rock,30,2011,12,Sunday,1
839,5000.0,US,USD,2012-08-23,2012-09-22,music,rock,30,2012,8,Thursday,1
840,10000.0,US,USD,2016-08-25,2016-09-24,music,metal,30,2016,8,Thursday,1
841,5000.0,US,USD,2014-10-11,2014-11-10,music,metal,30,2014,10,Saturday,1
842,2500.0,CA,CAD,2013-09-09,2013-10-14,music,metal,35,2013,9,Monday,1
843,3000.0,US,USD,2016-11-21,2016-12-08,music,metal,17,2016,11,Monday,1
844,3000.0,US,USD,2014-09-23,2014-11-01,music,metal,39,2014,9,Tuesday,1
845,5000.0,US,USD,2016-07-27,2016-09-05,music,metal,40,2016,7,Wednesday,1
846,1100.0,GB,GBP,2014-02-24,2014-03-10,music,metal,14,2014,2,Monday,1
847,10.0,US,USD,2015-06-10,2015-07-10,music,metal,30,2015,6,Wednesday,1
848,300.0,US,USD,2015-03-15,2015-04-14,music,metal,30,2015,3,Sunday,1
849,4000.0,US,USD,2015-02-16,2015-03-16,music,metal,28,2015,2,Monday,1
850,4000.0,US,USD,2016-03-23,2016-04-25,music,metal,33,2016,3,Wednesday,1
851,2000.0,FR,EUR,2016-06-01,2016-07-31,music,metal,60,2016,6,Wednesday,1
852,3500.0,US,USD,2016-10-13,2016-10-24,music,metal,11,2016,10,Thursday,1
853,300.0,US,USD,2015-01-17,2015-02-16,music,metal,30,2015,1,Saturday,1
854,27800.0,US,USD,2016-11-28,2016-12-28,music,metal,30,2016,11,Monday,1
855,1450.0,US,USD,2016-06-24,2016-07-24,music,metal,30,2016,6,Friday,1
856,250.0,DE,EUR,2016-08-27,2016-10-25,music,metal,59,2016,8,Saturday,1
857,1200.0,ES,EUR,2015-10-14,2015-11-25,music,metal,42,2015,10,Wednesday,1
858,1200.0,GB,GBP,2015-03-16,2015-04-15,music,metal,30,2015,3,Monday,1
859,4000.0,US,USD,2015-05-04,2015-06-04,music,metal,31,2015,5,Monday,1
860,14000.0,US,USD,2013-10-23,2013-11-22,music,jazz,30,2013,10,Wednesday,0
861,4500.0,US,USD,2016-08-17,2016-09-16,music,jazz,30,2016,8,Wednesday,0
862,50000.0,GB,GBP,2013-10-12,2013-11-11,music,jazz,30,2013,10,Saturday,0
863,2000.0,US,USD,2012-01-13,2012-02-12,music,jazz,30,2012,1,Friday,0
864,6500.0,US,USD,2013-09-24,2013-10-16,music,jazz,22,2013,9,Tuesday,0
865,2200.0,US,USD,2012-11-17,2013-01-16,music,jazz,60,2012,11,Saturday,0
866,3500.0,US,USD,2015-01-21,2015-02-28,music,jazz,38,2015,1,Wednesday,0
867,5000.0,US,USD,2009-10-02,2009-12-01,music,jazz,60,2009,10,Friday,0
868,45000.0,US,USD,2013-12-08,2014-01-07,music,jazz,30,2013,12,Sunday,0
869,8800.0,US,USD,2013-03-09,2013-04-08,music,jazz,30,2013,3,Saturday,0
870,20000.0,GB,GBP,2013-08-02,2013-09-01,music,jazz,30,2013,8,Friday,0
871,6000.0,US,USD,2013-10-30,2013-11-29,music,jazz,30,2013,10,Wednesday,0
872,8000.0,US,USD,2011-01-24,2011-03-10,music,jazz,45,2011,1,Monday,0
873,3500.0,US,USD,2012-10-02,2012-11-11,music,jazz,40,2012,10,Tuesday,0
874,3000.0,US,USD,2013-04-04,2013-05-04,music,jazz,30,2013,4,Thursday,0
875,5000.0,US,USD,2015-09-01,2015-09-21,music,jazz,20,2015,9,Tuesday,0
876,3152.0,GB,GBP,2013-01-02,2013-02-04,music,jazz,33,2013,1,Wednesday,0
877,2000.0,US,USD,2013-11-19,2013-12-19,music,jazz,30,2013,11,Tuesday,0
878,5000.0,US,USD,2010-11-23,2010-12-23,music,jazz,30,2010,11,Tuesday,0
879,2100.0,US,USD,2012-05-08,2012-05-29,music,jazz,21,2012,5,Tuesday,0
880,3780.0,US,USD,2012-09-27,2012-10-30,music,indie rock,33,2012,9,Thursday,0
881,3750.0,US,USD,2011-11-30,2012-01-14,music,indie rock,45,2011,11,Wednesday,0
882,1500.0,US,USD,2011-08-04,2011-09-06,music,indie rock,33,2011,8,Thursday,0
883,5000.0,US,USD,2016-01-02,2016-03-02,music,indie rock,60,2016,1,Saturday,0
884,2000.0,US,USD,2012-03-13,2012-05-12,music,indie rock,60,2012,3,Tuesday,0
885,1000.0,US,USD,2016-12-09,2016-12-30,music,indie rock,21,2016,12,Friday,0
886,500.0,US,USD,2016-08-21,2016-09-15,music,indie rock,25,2016,8,Sunday,0
887,1000.0,US,USD,2012-04-27,2012-05-27,music,indie rock,30,2012,4,Friday,0
888,1000.0,US,USD,2011-07-27,2011-09-01,music,indie rock,36,2011,7,Wednesday,0
889,25000.0,US,USD,2014-09-05,2014-10-05,music,indie rock,30,2014,9,Friday,0
890,3000.0,US,USD,2013-10-22,2013-11-21,music,indie rock,30,2013,10,Tuesday,0
891,8000.0,US,USD,2014-07-22,2014-08-21,music,indie rock,30,2014,7,Tuesday,0
892,6000.0,US,USD,2010-05-06,2010-08-01,music,indie rock,87,2010,5,Thursday,0
893,2000.0,US,USD,2015-03-02,2015-04-01,music,indie rock,30,2015,3,Monday,0
894,20000.0,US,USD,2016-05-06,2016-06-05,music,indie rock,30,2016,5,Friday,0
895,8000.0,US,USD,2010-09-10,2010-10-25,music,indie rock,45,2010,9,Friday,0
896,8000.0,US,USD,2015-08-02,2015-08-28,music,indie rock,26,2015,8,Sunday,0
897,3000.0,US,USD,2012-10-29,2012-11-28,music,indie rock,30,2012,10,Monday,0
898,2500.0,US,USD,2011-12-01,2012-01-15,music,indie rock,45,2011,12,Thursday,0
899,750.0,US,USD,2011-04-13,2011-05-28,music,indie rock,45,2011,4,Wednesday,0
900,5000.0,US,USD,2016-02-29,2016-03-30,music,jazz,30,2016,2,Monday,0
901,6500.0,US,USD,2010-04-23,2010-06-08,music,jazz,46,2010,4,Friday,0
902,30000.0,US,USD,2014-07-09,2014-08-30,music,jazz,52,2014,7,Wednesday,0
903,5000.0,US,USD,2012-08-28,2012-09-23,music,jazz,26,2012,8,Tuesday,0
904,50000.0,US,USD,2015-12-04,2016-01-03,music,jazz,30,2015,12,Friday,0
905,6500.0,US,USD,2010-11-25,2011-01-24,music,jazz,60,2010,11,Thursday,0
906,15000.0,US,USD,2014-02-11,2014-03-13,music,jazz,30,2014,2,Tuesday,0
907,2900.0,US,USD,2011-08-12,2011-09-11,music,jazz,30,2011,8,Friday,0
908,2500.0,US,USD,2010-06-11,2010-07-27,music,jazz,46,2010,6,Friday,0
909,16000.0,US,USD,2012-06-21,2012-07-23,music,jazz,32,2012,6,Thursday,0
910,550.0,GB,GBP,2017-01-02,2017-03-03,music,jazz,60,2017,1,Monday,0
911,100000.0,US,USD,2014-01-03,2014-01-24,music,jazz,21,2014,1,Friday,0
912,3500.0,US,USD,2012-10-12,2012-12-11,music,jazz,60,2012,10,Friday,0
913,30000.0,US,USD,2012-04-05,2012-05-05,music,jazz,30,2012,4,Thursday,0
914,1500.0,US,USD,2012-07-26,2012-08-25,music,jazz,30,2012,7,Thursday,0
915,6500.0,US,USD,2012-01-29,2012-03-01,music,jazz,32,2012,1,Sunday,0
916,3300.0,US,USD,2010-09-13,2010-10-22,music,jazz,39,2010,9,Monday,0
917,5000.0,US,USD,2014-06-12,2014-07-14,music,jazz,32,2014,6,Thursday,0
918,3900.0,GB,GBP,2014-11-01,2014-12-01,music,jazz,30,2014,11,Saturday,0
919,20000.0,US,USD,2012-11-14,2012-12-19,music,jazz,35,2012,11,Wednesday,0
920,5500.0,US,USD,2013-10-15,2013-11-14,music,jazz,30,2013,10,Tuesday,0
921,15000.0,US,USD,2011-10-31,2011-12-12,music,jazz,42,2011,10,Monday,0
922,27000.0,US,USD,2014-08-27,2014-10-01,music,jazz,35,2014,8,Wednesday,0
923,15000.0,US,USD,2014-10-22,2014-11-22,music,jazz,31,2014,10,Wednesday,0
924,3000.0,US,USD,2013-01-14,2013-02-13,music,jazz,30,2013,1,Monday,0
925,6000.0,US,USD,2013-10-28,2013-11-27,music,jazz,30,2013,10,Monday,0
926,7000.0,US,USD,2010-06-09,2010-07-08,music,jazz,29,2010,6,Wednesday,0
927,20000.0,US,USD,2012-04-14,2012-05-14,music,jazz,30,2012,4,Saturday,0
928,14500.0,US,USD,2012-09-28,2012-11-18,music,jazz,51,2012,9,Friday,0
929,500.0,US,USD,2012-03-10,2012-04-09,music,jazz,30,2012,3,Saturday,0
930,900.0,US,USD,2010-05-14,2010-06-25,music,jazz,42,2010,5,Friday,0
931,2000.0,GB,GBP,2014-02-10,2014-03-16,music,jazz,34,2014,2,Monday,0
932,9500.0,US,USD,2013-02-05,2013-03-22,music,jazz,45,2013,2,Tuesday,0
933,2000.0,US,USD,2014-03-13,2014-05-12,music,jazz,60,2014,3,Thursday,0
934,5000.0,CA,CAD,2014-04-04,2014-05-04,music,jazz,30,2014,4,Friday,0
935,3500.0,US,USD,2015-12-30,2016-01-29,music,jazz,30,2015,12,Wednesday,0
936,1400.0,US,USD,2011-12-06,2012-01-18,music,jazz,43,2011,12,Tuesday,0
937,3500.0,US,USD,2013-10-04,2013-11-03,music,jazz,30,2013,10,Friday,0
938,7000.0,US,USD,2012-08-03,2012-09-02,music,jazz,30,2012,8,Friday,0
939,2750.0,US,USD,2013-05-22,2013-06-30,music,jazz,39,2013,5,Wednesday,0
940,9000.0,US,USD,2015-06-27,2015-08-11,technology,wearables,45,2015,6,Saturday,0
941,50000.0,US,USD,2017-01-11,2017-02-10,technology,wearables,30,2017,1,Wednesday,0
942,7500.0,US,USD,2016-01-13,2016-02-18,technology,wearables,36,2016,1,Wednesday,0
943,3000.0,US,USD,2016-10-30,2016-11-29,technology,wearables,30,2016,10,Sunday,0
944,50000.0,US,USD,2016-03-15,2016-04-18,technology,wearables,34,2016,3,Tuesday,0
945,100000.0,FR,EUR,2016-12-28,2017-02-18,technology,wearables,52,2016,12,Wednesday,0
946,15000.0,US,USD,2016-08-10,2016-09-09,technology,wearables,30,2016,8,Wednesday,0
947,850.0,US,USD,2016-05-01,2016-06-30,technology,wearables,60,2016,5,Sunday,0
948,4000.0,NL,EUR,2016-02-11,2016-03-12,technology,wearables,30,2016,2,Thursday,0
949,20000.0,DE,EUR,2015-12-23,2016-02-21,technology,wearables,60,2015,12,Wednesday,0
950,5000.0,CA,CAD,2015-12-18,2016-01-17,technology,wearables,30,2015,12,Friday,0
951,50000.0,US,USD,2016-04-20,2016-06-04,technology,wearables,45,2016,4,Wednesday,0
952,49000.0,US,USD,2016-10-19,2016-11-18,technology,wearables,30,2016,10,Wednesday,0
953,15000.0,US,USD,2014-12-26,2015-01-25,technology,wearables,30,2014,12,Friday,0
954,15000.0,US,USD,2015-07-09,2015-08-20,technology,wearables,42,2015,7,Thursday,0
955,300000.0,US,USD,2016-08-04,2016-09-13,technology,wearables,40,2016,8,Thursday,0
956,50000.0,US,USD,2015-02-25,2015-04-26,technology,wearables,60,2015,2,Wednesday,0
957,12000.0,US,USD,2016-10-17,2016-11-17,technology,wearables,31,2016,10,Monday,0
958,7777.0,US,USD,2015-03-19,2015-04-10,technology,wearables,22,2015,3,Thursday,0
959,50000.0,US,USD,2014-12-20,2015-01-19,technology,wearables,30,2014,12,Saturday,0
960,55650.0,US,USD,2017-01-31,2017-03-14,technology,wearables,42,2017,1,Tuesday,0
961,95000.0,US,USD,2017-01-05,2017-02-20,technology,wearables,46,2017,1,Thursday,0
962,2500.0,US,USD,2016-01-04,2016-02-11,technology,wearables,38,2016,1,Monday,0
963,35000.0,US,USD,2016-09-12,2016-10-17,technology,wearables,35,2016,9,Monday,0
964,110000.0,CA,CAD,2015-07-23,2015-09-01,technology,wearables,40,2015,7,Thursday,0
965,25000.0,US,USD,2016-09-24,2016-10-26,technology,wearables,32,2016,9,Saturday,0
966,12000.0,US,USD,2016-09-06,2016-10-06,technology,wearables,30,2016,9,Tuesday,0
967,20000.0,US,USD,2016-02-22,2016-04-22,technology,wearables,60,2016,2,Monday,0
968,8000.0,US,USD,2014-07-16,2014-08-15,technology,wearables,30,2014,7,Wednesday,0
969,30000.0,MX,MXN,2017-01-07,2017-02-09,technology,wearables,33,2017,1,Saturday,0
970,5000.0,CA,CAD,2016-12-17,2017-01-23,technology,wearables,37,2016,12,Saturday,0
971,100000.0,US,USD,2015-04-17,2015-06-01,technology,wearables,45,2015,4,Friday,0
972,20000.0,US,USD,2014-08-05,2014-09-04,technology,wearables,30,2014,8,Tuesday,0
973,20000.0,US,USD,2015-09-10,2015-11-09,technology,wearables,60,2015,9,Thursday,0
974,50000.0,US,USD,2016-02-24,2016-03-25,technology,wearables,30,2016,2,Wednesday,0
975,100000.0,US,USD,2016-04-29,2016-06-28,technology,wearables,60,2016,4,Friday,0
976,150000.0,AU,AUD,2015-06-30,2015-08-14,technology,wearables,45,2015,6,Tuesday,0
977,2700.0,AT,EUR,2016-01-22,2016-02-21,technology,wearables,30,2016,1,Friday,0
978,172889.0,SE,SEK,2016-01-26,2016-02-25,technology,wearables,30,2016,1,Tuesday,0
979,35000.0,US,USD,2016-05-16,2016-06-20,technology,wearables,35,2016,5,Monday,0
980,10000.0,US,USD,2014-10-16,2014-11-30,technology,wearables,45,2014,10,Thursday,0
981,88888.0,US,USD,2014-07-10,2014-08-09,technology,wearables,30,2014,7,Thursday,0
982,17500.0,US,USD,2016-09-02,2016-10-02,technology,wearables,30,2016,9,Friday,0
983,104219.0,ES,EUR,2016-07-23,2016-08-23,technology,wearables,31,2016,7,Saturday,0
984,10000.0,US,USD,2015-02-26,2015-03-28,technology,wearables,30,2015,2,Thursday,0
985,30000.0,DE,EUR,2015-12-01,2015-12-31,technology,wearables,30,2015,12,Tuesday,0
986,20000.0,GB,GBP,2015-11-16,2016-01-10,technology,wearables,55,2015,11,Monday,0
987,50000.0,NL,EUR,2014-05-14,2014-06-23,technology,wearables,40,2014,5,Wednesday,0
988,5000.0,IT,EUR,2016-09-01,2016-10-01,technology,wearables,30,2016,9,Thursday,0
989,10000.0,US,USD,2016-08-29,2016-09-28,technology,wearables,30,2016,8,Monday,0
990,25000.0,US,USD,2014-08-04,2014-09-03,technology,wearables,30,2014,8,Monday,0
991,5000.0,GB,GBP,2016-06-17,2016-07-12,technology,wearables,25,2016,6,Friday,0
992,100000.0,US,USD,2016-03-08,2016-05-07,technology,wearables,60,2016,3,Tuesday,0
993,70000.0,US,USD,2016-10-09,2016-11-12,technology,wearables,34,2016,10,Sunday,0
994,200000.0,US,USD,2014-10-09,2014-11-30,technology,wearables,52,2014,10,Thursday,0
995,10000.0,US,USD,2014-11-04,2014-11-29,technology,wearables,25,2014,11,Tuesday,0
996,4000.0,US,USD,2014-06-27,2014-07-27,technology,wearables,30,2014,6,Friday,0
997,5000.0,US,USD,2014-10-29,2014-11-28,technology,wearables,30,2014,10,Wednesday,0
998,60000.0,CA,CAD,2015-10-05,2015-11-19,technology,wearables,45,2015,10,Monday,0
999,150000.0,CA,CAD,2014-10-14,2014-11-13,technology,wearables,30,2014,10,Tuesday,0
1020,1550.0,CA,CAD,2015-05-03,2015-06-02,music,electronic music,30,2015,5,Sunday,1
1021,3000.0,US,USD,2015-09-24,2015-10-17,music,electronic music,23,2015,9,Thursday,1
1022,2000.0,US,USD,2015-04-17,2015-05-17,music,electronic music,30,2015,4,Friday,1
1023,2000.0,GB,GBP,2015-05-21,2015-06-20,music,electronic music,30,2015,5,Thursday,1
1024,20000.0,SE,SEK,2016-01-01,2016-01-31,music,electronic music,30,2016,1,Friday,1
1025,70000.0,US,USD,2015-02-14,2015-03-16,music,electronic music,30,2015,2,Saturday,1
1026,7000.0,GB,GBP,2016-02-26,2016-03-31,music,electronic music,34,2016,2,Friday,1
1027,7501.0,US,USD,2014-09-23,2014-10-23,music,electronic music,30,2014,9,Tuesday,1
1028,10000.0,GB,GBP,2017-01-20,2017-03-06,music,electronic music,45,2017,1,Friday,1
1029,10000.0,SE,SEK,2015-02-09,2015-04-04,music,electronic music,54,2015,2,Monday,1
1030,2000.0,US,USD,2016-08-29,2016-09-12,music,electronic music,14,2016,8,Monday,1
1031,10000.0,US,USD,2015-11-16,2015-12-16,music,electronic music,30,2015,11,Monday,1
1032,5400.0,US,USD,2016-05-24,2016-06-23,music,electronic music,30,2016,5,Tuesday,1
1033,1328.0,GB,GBP,2016-11-14,2016-12-12,music,electronic music,28,2016,11,Monday,1
1034,5000.0,US,USD,2016-07-04,2016-08-05,music,electronic music,32,2016,7,Monday,1
1035,4600.0,US,USD,2015-01-12,2015-02-11,music,electronic music,30,2015,1,Monday,1
1036,4500.0,US,USD,2012-12-06,2013-01-07,music,electronic music,32,2012,12,Thursday,1
1037,1000.0,US,USD,2015-04-25,2015-05-18,music,electronic music,23,2015,4,Saturday,1
1038,1500.0,US,USD,2016-02-18,2016-03-19,music,electronic music,30,2016,2,Thursday,1
1039,500.0,US,USD,2016-11-18,2016-12-13,music,electronic music,25,2016,11,Friday,1
1064,90000.0,US,USD,2013-05-23,2013-07-07,games,video games,45,2013,5,Thursday,0
1065,3000.0,AU,AUD,2014-01-22,2014-02-19,games,video games,28,2014,1,Wednesday,0
1066,150000.0,US,USD,2013-06-20,2013-08-04,games,video games,45,2013,6,Thursday,0
1067,500.0,US,USD,2013-11-21,2013-12-21,games,video games,30,2013,11,Thursday,0
1068,30000.0,US,USD,2016-03-11,2016-04-10,games,video games,30,2016,3,Friday,0
1069,2200.0,US,USD,2013-10-25,2013-11-26,games,video games,32,2013,10,Friday,0
1070,10000.0,US,USD,2012-09-11,2012-10-01,games,video games,20,2012,9,Tuesday,0
1071,100.0,NO,NOK,2015-10-18,2015-11-17,games,video games,30,2015,10,Sunday,0
1072,75000.0,US,USD,2014-01-06,2014-02-05,games,video games,30,2014,1,Monday,0
1073,750.0,US,USD,2011-09-16,2011-10-16,games,video games,30,2011,9,Friday,0
1074,54000.0,US,USD,2013-12-05,2014-01-04,games,video games,30,2013,12,Thursday,0
1075,1000.0,US,USD,2012-04-06,2012-05-06,games,video games,30,2012,4,Friday,0
1076,75000.0,US,USD,2014-07-18,2014-09-11,games,video games,55,2014,7,Friday,0
1077,25000.0,US,USD,2015-12-15,2016-01-14,games,video games,30,2015,12,Tuesday,0
1078,600.0,US,USD,2011-06-07,2011-07-22,games,video games,45,2011,6,Tuesday,0
1079,26000.0,DE,EUR,2016-04-19,2016-05-14,games,video games,25,2016,4,Tuesday,0
1080,20000.0,US,USD,2014-04-11,2014-05-11,games,video games,30,2014,4,Friday,0
1081,68000.0,US,USD,2014-12-29,2015-01-28,games,video games,30,2014,12,Monday,0
1082,10000.0,US,USD,2012-07-11,2012-08-10,games,video games,30,2012,7,Wednesday,0
1083,50000.0,CA,CAD,2014-06-03,2014-08-02,games,video games,60,2014,6,Tuesday,0
1084,550.0,US,USD,2014-07-09,2014-08-08,games,video games,30,2014,7,Wednesday,0
1085,30000.0,CA,CAD,2016-02-13,2016-03-14,games,video games,30,2016,2,Saturday,0
1086,18000.0,US,USD,2014-07-25,2014-08-24,games,video games,30,2014,7,Friday,0
1087,1100.0,US,USD,2014-05-16,2014-06-15,games,video games,30,2014,5,Friday,0
1088,45000.0,US,USD,2014-03-25,2014-04-24,games,video games,30,2014,3,Tuesday,0
1089,15000.0,FR,EUR,2015-05-27,2015-06-26,games,video games,30,2015,5,Wednesday,0
1090,12999.0,AU,AUD,2015-04-29,2015-05-29,games,video games,30,2015,4,Wednesday,0
1091,200.0,GB,GBP,2016-03-11,2016-04-10,games,video games,30,2016,3,Friday,0
1092,2000.0,US,USD,2012-12-07,2013-01-06,games,video games,30,2012,12,Friday,0
1093,300.0,CA,CAD,2016-01-27,2016-02-11,games,video games,15,2016,1,Wednesday,0
1094,18000.0,US,USD,2011-09-09,2011-10-09,games,video games,30,2011,9,Friday,0
1095,500000.0,US,USD,2013-07-31,2013-08-30,games,video games,30,2013,7,Wednesday,0
1096,12000.0,US,USD,2014-09-03,2014-10-04,games,video games,31,2014,9,Wednesday,0
1097,100000.0,US,USD,2014-01-21,2014-03-02,games,video games,40,2014,1,Tuesday,0
1098,25000.0,US,USD,2014-03-14,2014-04-13,games,video games,30,2014,3,Friday,0
1099,5000.0,GB,GBP,2015-04-13,2015-05-13,games,video games,30,2015,4,Monday,0
1100,4000.0,DE,EUR,2016-01-15,2016-02-14,games,video games,30,2016,1,Friday,0
1101,100000.0,US,USD,2016-06-17,2016-07-14,games,video games,27,2016,6,Friday,0
1102,8000.0,US,USD,2013-10-30,2013-12-09,games,video games,40,2013,10,Wednesday,0
1103,15000.0,US,USD,2016-04-19,2016-06-18,games,video games,60,2016,4,Tuesday,0
1104,60000.0,GB,GBP,2014-05-12,2014-06-11,games,video games,30,2014,5,Monday,0
1105,900000.0,US,USD,2014-02-22,2014-03-24,games,video games,30,2014,2,Saturday,0
1106,400.0,US,USD,2012-03-05,2012-04-04,games,video games,30,2012,3,Monday,0
1107,10000.0,US,USD,2014-06-23,2014-07-23,games,video games,30,2014,6,Monday,0
1108,25000.0,US,USD,2012-02-13,2012-04-13,games,video games,60,2012,2,Monday,0
1109,10000.0,US,USD,2016-10-19,2016-11-18,games,video games,30,2016,10,Wednesday,0
1110,50000.0,US,USD,2012-11-07,2012-12-07,games,video games,30,2012,11,Wednesday,0
1111,2500.0,US,USD,2015-12-09,2016-01-08,games,video games,30,2015,12,Wednesday,0
1112,88000.0,US,USD,2014-11-20,2015-01-19,games,video games,60,2014,11,Thursday,0
1113,1000.0,GB,GBP,2014-07-15,2014-08-14,games,video games,30,2014,7,Tuesday,0
1114,6000.0,GB,GBP,2013-09-09,2013-10-09,games,video games,30,2013,9,Monday,0
1115,40000.0,US,USD,2016-02-29,2016-03-30,games,video games,30,2016,2,Monday,0
1116,500000.0,US,USD,2012-04-10,2012-06-09,games,video games,60,2012,4,Tuesday,0
1117,1000.0,DE,EUR,2015-11-25,2015-12-25,games,video games,30,2015,11,Wednesday,0
1118,4500.0,AU,AUD,2014-03-06,2014-04-05,games,video games,30,2014,3,Thursday,0
1119,2100.0,US,USD,2014-03-24,2014-04-06,games,video games,13,2014,3,Monday,0
1120,25000.0,US,USD,2011-09-13,2011-10-28,games,video games,45,2011,9,Tuesday,0
1121,250000.0,US,USD,2016-02-12,2016-03-13,games,video games,30,2016,2,Friday,0
1122,3200.0,GB,GBP,2013-05-16,2013-05-30,games,video games,14,2013,5,Thursday,0
1123,5000.0,US,USD,2014-03-20,2014-04-19,games,video games,30,2014,3,Thursday,0
1124,90000.0,US,USD,2015-03-31,2015-04-30,games,mobile games,30,2015,3,Tuesday,0
1125,3000.0,GB,GBP,2015-07-27,2015-09-25,games,mobile games,60,2015,7,Monday,0
1126,2000.0,US,USD,2016-06-14,2016-07-14,games,mobile games,30,2016,6,Tuesday,0
1127,35000.0,US,USD,2014-10-14,2014-11-14,games,mobile games,31,2014,10,Tuesday,0
1128,1000.0,GB,GBP,2014-07-08,2014-08-07,games,mobile games,30,2014,7,Tuesday,0
1129,20000.0,US,USD,2016-05-06,2016-06-05,games,mobile games,30,2016,5,Friday,0
1130,5000.0,US,USD,2014-09-26,2014-11-26,games,mobile games,61,2014,9,Friday,0
1131,40000.0,AU,AUD,2015-11-24,2015-12-24,games,mobile games,30,2015,11,Tuesday,0
1132,10000.0,CA,CAD,2016-12-02,2017-01-01,games,mobile games,30,2016,12,Friday,0
1133,3000.0,GB,GBP,2014-07-01,2014-07-31,games,mobile games,30,2014,7,Tuesday,0
1134,25000.0,AU,AUD,2014-11-15,2014-11-29,games,mobile games,14,2014,11,Saturday,0
1135,1000.0,DE,EUR,2016-07-07,2016-08-06,games,mobile games,30,2016,7,Thursday,0
1136,4190.0,FR,EUR,2015-11-19,2015-12-19,games,mobile games,30,2015,11,Thursday,0
1137,25000.0,US,USD,2016-03-24,2016-04-23,games,mobile games,30,2016,3,Thursday,0
1138,35000.0,US,USD,2017-01-01,2017-01-21,games,mobile games,20,2017,1,Sunday,0
1139,8000.0,US,USD,2014-12-02,2015-01-01,games,mobile games,30,2014,12,Tuesday,0
1140,5000.0,GB,GBP,2015-07-07,2015-08-06,games,mobile games,30,2015,7,Tuesday,0
1141,500.0,DE,EUR,2015-06-09,2015-07-09,games,mobile games,30,2015,6,Tuesday,0
1142,4000.0,US,USD,2015-01-18,2015-02-17,games,mobile games,30,2015,1,Sunday,0
1143,45000.0,US,USD,2015-11-17,2015-12-17,games,mobile games,30,2015,11,Tuesday,0
1144,9300.0,US,USD,2015-03-30,2015-04-29,food,food trucks,30,2015,3,Monday,0
1145,80000.0,US,USD,2014-08-03,2014-10-02,food,food trucks,60,2014,8,Sunday,0
1146,6000.0,US,USD,2014-03-25,2014-05-02,food,food trucks,38,2014,3,Tuesday,0
1147,25000.0,CA,CAD,2014-08-20,2014-10-19,food,food trucks,60,2014,8,Wednesday,0
